id,name,type,frequency
SYM_03877,偏瘫,SYM,6
SYM_03878,口唇舌紫,SYM,6
SYM_03879,吐酸,SYM,6
SYM_03880,周身酸楚,SYM,6
SYM_03881,咽喉干,SYM,6
SYM_03882,咽痒,SYM,6
SYM_03884,喉痛,SYM,6
SYM_03886,嗳腐,SYM,6
SYM_03889,四肢困倦,SYM,6
SYM_03892,大便闭,SYM,6
SYM_03895,尿急,SYM,6
SYM_03896,尿量少,SYM,6
SYM_03897,局部红肿,SYM,6
SYM_03898,微黄,SYM,6
SYM_03899,心慌,SYM,6
SYM_03900,性欲淡漠,SYM,6
SYM_03901,怯寒,SYM,6
SYM_03902,情志异常,SYM,6
SYM_03903,手足不温,SYM,6
SYM_03904,指纹紫红,SYM,6
SYM_03905,智力低下,SYM,6
SYM_03906,月经周期提前,SYM,6
SYM_03909,淋沥不已,SYM,6
SYM_03910,渴不欲饮,SYM,6
SYM_03912,狂躁不安,SYM,6
SYM_03915,皮肤光亮,SYM,6
SYM_03917,目黄,SYM,6
SYM_03918,眼干涩,SYM,6
SYM_03919,神志不清,SYM,6
SYM_03921,红斑丘疹,SYM,6
SYM_03922,红蝴蝶疮,SYM,6
SYM_03923,经久不愈,SYM,6
SYM_03924,经行不畅,SYM,6
SYM_03925,羞明,SYM,6
SYM_03926,肢体麻痛,SYM,6
SYM_03927,胞睑,SYM,6
SYM_03929,脉弦细,SYM,6
SYM_03930,脉濡,SYM,6
SYM_03932,膝软,SYM,6
SYM_03933,舌下络脉色紫怒张,SYM,6
SYM_03934,舌红少苔,SYM,6
SYM_03936,舌黄,SYM,6
SYM_03937,角弓反张,SYM,6
SYM_03939,颜面潮红,SYM,6
SYM_03940,食入即吐,SYM,6
SYM_03941,鼻出血,SYM,6
SYM_03942,鼻塞流涕,SYM,6
SYM_03943,不红,SYM,5
SYM_03945,乳房胀满,SYM,5
SYM_03946,倦怠嗜卧,SYM,5
SYM_03947,出血,SYM,5
SYM_03948,剧痛,SYM,5
SYM_03949,劳倦,SYM,5
SYM_03950,午后潮热,SYM,5
SYM_03952,反酸,SYM,5
SYM_03954,呼吸不利,SYM,5
SYM_03955,咳吐浊唾涎沫,SYM,5
SYM_03956,咽干而燥,SYM,5
SYM_03957,咽燥,SYM,5
SYM_03959,喉中哮鸣有声,SYM,5
SYM_03960,喜冷饮,SYM,5
SYM_03962,大便不畅,SYM,5
SYM_03963,大便秘涩,SYM,5
SYM_03964,婚久不孕,SYM,5
SYM_03966,小腹疼痛拒按,SYM,5
SYM_03968,尿色淡红,SYM,5
SYM_03969,尿频尿急,SYM,5
SYM_03971,形体虚胖,SYM,5
SYM_03972,形寒气短,SYM,5
SYM_03980,月经过少,SYM,5
SYM_03982,溲赤,SYM,5
SYM_03986,生姜,SYM,5
SYM_03990,痰涎壅盛,SYM,5
SYM_03991,痰稀,SYM,5
SYM_03994,皲裂,SYM,5
SYM_03995,眼球运动障碍,SYM,5
SYM_03996,眼胀涩,SYM,5
SYM_03997,神识不清,SYM,5
SYM_03998,秘结,SYM,5
SYM_03999,粗糙,SYM,5
SYM_04001,经乱无期,SYM,5
SYM_04006,胁肋隐痛,SYM,5
SYM_04007,胃脘隐痛,SYM,5
SYM_04008,胞睑红肿,SYM,5
SYM_04010,胸膈,SYM,5
SYM_04011,脘腹痞胀,SYM,5
SYM_04014,自觉瘙痒,SYM,5
SYM_04016,舌紫黯,SYM,5
SYM_04018,舌脉,SYM,5
SYM_04020,舌质淡胖,SYM,5
SYM_04021,舌质红少苔,SYM,5
SYM_04022,苔滑,SYM,5
SYM_04024,血疱,SYM,5
SYM_04025,记忆力差,SYM,5
SYM_04026,身倦,SYM,5
SYM_04028,身目发黄,SYM,5
SYM_04029,软,SYM,5
SYM_04031,阴疮,SYM,5
SYM_04037,鼻中出血,SYM,5
SYM_04038,鼻干,SYM,5
SYM_04039,齿鼻衄血,SYM,5
SYM_04046,两胁胀满,SYM,4
SYM_04047,乳头痒痛,SYM,4
SYM_04048,乳白,SYM,4
SYM_04049,余沥难尽,SYM,4
SYM_04054,剥,SYM,4
SYM_04056,口淡乏味,SYM,4
SYM_04057,口燥龈糜,SYM,4
SYM_04058,口黏,SYM,4
SYM_04061,吮乳多啼,SYM,4
SYM_04062,呆钝少言,SYM,4
SYM_04066,咳声不扬,SYM,4
SYM_04068,唇甲色淡,SYM,4
SYM_04069,喉间痰鸣,SYM,4
SYM_04072,多痰,SYM,4
SYM_04074,大便偏干,SYM,4
SYM_04075,大便带血,SYM,4
SYM_04076,大便干稀不调,SYM,4
SYM_04078,大便色黑,SYM,4
SYM_04079,失眠多梦,SYM,4
SYM_04080,头身困重,SYM,4
SYM_04081,头颅方大,SYM,4
SYM_04082,小便不畅,SYM,4
SYM_04083,小便少,SYM,4
SYM_04085,小便短,SYM,4
SYM_04088,小便黄少,SYM,4
SYM_04089,少气,SYM,4
SYM_04090,少腹坠胀,SYM,4
SYM_04091,尿时阻塞不畅,SYM,4
SYM_04092,尿清,SYM,4
SYM_04093,尿频涩滞,SYM,4
SYM_04094,屈伸不利,SYM,4
SYM_04095,带下量多,SYM,4
SYM_04096,张口困难,SYM,4
SYM_04099,得水则呕,SYM,4
SYM_04101,心下痞坚,SYM,4
SYM_04103,怕风,SYM,4
SYM_04108,手足搐搦,SYM,4
SYM_04110,抽风,SYM,4
SYM_04111,拒食,SYM,4
SYM_04112,持续高热,SYM,4
SYM_04113,指纹淡紫,SYM,4
SYM_04115,易咯,SYM,4
SYM_04117,月经先后无定期,SYM,4
SYM_04118,气塞不通,SYM,4
SYM_04119,汤水难下,SYM,4
SYM_04120,泄利不止,SYM,4
SYM_04128,烧心,SYM,4
SYM_04130,疲乏,SYM,4
SYM_04131,疲乏无力,SYM,4
SYM_04132,痛引肩背,SYM,4
SYM_04133,痰中带有血丝,SYM,4
SYM_04134,痰鸣,SYM,4
SYM_04136,皮毛干枯,SYM,4
SYM_04137,皮肤增厚,SYM,4
SYM_04139,眼感酸痛,SYM,4
SYM_04140,睡眠不宁,SYM,4
SYM_04141,神光衰微,SYM,4
SYM_04143,神志模糊,SYM,4
SYM_04144,筋骨发育迟缓,SYM,4
SYM_04145,精神疲惫,SYM,4
SYM_04146,纳食减少,SYM,4
SYM_04147,纳食欠佳,SYM,4
SYM_04148,耐劳累,SYM,4
SYM_04149,肌肉松弛,SYM,4
SYM_04151,肛门灼热,SYM,4
SYM_04154,肿胀疼痛,SYM,4
SYM_04155,胁下结块,SYM,4
SYM_04158,腐肉,SYM,4
SYM_04159,腮舌俱肿,SYM,4
SYM_04161,腰腿酸软,SYM,4
SYM_04162,腹大如鼓,SYM,4
SYM_04165,舌瘦红而裂,SYM,4
SYM_04166,舌红质干,SYM,4
SYM_04167,舌质紫黯,SYM,4
SYM_04169,舌边红,SYM,4
SYM_04170,色淡红,SYM,4
SYM_04172,色紫暗,SYM,4
SYM_04173,色黯红,SYM,4
SYM_04174,萎黄,SYM,4
SYM_04176,行经时间延长,SYM,4
SYM_04177,视物昏花,SYM,4
SYM_04178,视物欠清,SYM,4
SYM_04179,言语不清,SYM,4
SYM_04181,酸腐,SYM,4
SYM_04182,面目虚浮,SYM,4
SYM_04183,面色晦滞,SYM,4
SYM_04184,面色暗黑,SYM,4
SYM_04185,面色潮红,SYM,4
SYM_04188,颈项强直,SYM,4
SYM_04189,颈项萎软,SYM,4
SYM_04190,骨瘤,SYM,4
SYM_04192,鼻粘膜色淡红而干嫩,SYM,4
SYM_04193,鼻粘膜色深红,SYM,4
SYM_04194,鼻腔干燥,SYM,4
SYM_04195,鼻血外涌,SYM,4
SYM_04198,不畅,SYM,3
SYM_04201,两胁胀痛,SYM,3
SYM_04206,便泄,SYM,3
SYM_04207,光剥无苔,SYM,3
SYM_04213,口气臭秽,SYM,3
SYM_04214,口流清涎,SYM,3
SYM_04216,吞咽不畅,SYM,3
SYM_04219,呛奶,SYM,3
SYM_04221,呼吸气粗,SYM,3
SYM_04222,咀嚼吮吸无力,SYM,3
SYM_04226,咽喉紧涩,SYM,3
SYM_04227,咽喉红肿,SYM,3
SYM_04228,咽喉红肿疼痛,SYM,3
SYM_04232,咽部不适,SYM,3
SYM_04233,唇淡,SYM,3
SYM_04238,善太息,SYM,3
SYM_04239,喉中痰鸣,SYM,3
SYM_04240,喉核暗红肿大,SYM,3
SYM_04244,喷嚏频频,SYM,3
SYM_04247,嗳气反流,SYM,3
SYM_04248,四肢萎软,SYM,3
SYM_04249,四肢麻痹,SYM,3
SYM_04250,声如拽锯,SYM,3
SYM_04252,夜间遗尿,SYM,3
SYM_04253,大便不干,SYM,3
SYM_04255,大便溏,SYM,3
SYM_04256,大便溏泻,SYM,3
SYM_04259,头发生长迟缓,SYM,3
SYM_04261,头眼剧痛,SYM,3
SYM_04274,尿道热涩,SYM,3
SYM_04275,尿道热涩疼痛,SYM,3
SYM_04279,开合不利,SYM,3
SYM_04280,形体偏瘦,SYM,3
SYM_04288,恼怒,SYM,3
SYM_04291,懒动,SYM,3
SYM_04292,手足冷,SYM,3
SYM_04294,持续喘哮,SYM,3
SYM_04297,昏蒙,SYM,3
SYM_04303,有异物感,SYM,3
SYM_04305,气短声低,SYM,3
SYM_04307,气短懒言,SYM,3
SYM_04308,泛吐清涎,SYM,3
SYM_04309,泻下急迫,SYM,3
SYM_04311,泻而不爽,SYM,3
SYM_04312,消食导滞,SYM,3
SYM_04315,渴不思饮,SYM,3
SYM_04319,牙痛,SYM,3
SYM_04324,畏寒肢冷,SYM,3
SYM_04330,疼痛不显,SYM,3
SYM_04334,痰少,SYM,3
SYM_04340,白睛结节大而隆起,SYM,3
SYM_04341,皮损呈淡褐色片状,SYM,3
SYM_04342,皮损鲜红,SYM,3
SYM_04343,皮肤紫斑多,SYM,3
SYM_04344,皮色褐暗,SYM,3
SYM_04347,眼珠胀闷而疼,SYM,3
SYM_04350,神志昏迷,SYM,3
SYM_04352,神识昏蒙,SYM,3
SYM_04354,秽臭如脓,SYM,3
SYM_04355,粪便秽臭,SYM,3
SYM_04356,精神困倦,SYM,3
SYM_04358,紫斑,SYM,3
SYM_04359,经少,SYM,3
SYM_04361,经间期出血,SYM,3
SYM_04363,肌肉松软,SYM,3
SYM_04368,肢体酸痛,SYM,3
SYM_04372,胁肋刺痛,SYM,3
SYM_04373,胸胁苦满,SYM,3
SYM_04376,脉浮数,SYM,3
SYM_04377,脉滑数,SYM,3
SYM_04379,脓疱稀疏,SYM,3
SYM_04381,脘胀,SYM,3
SYM_04383,脘腹满闷,SYM,3
SYM_04386,脾肾阳虚,SYM,3
SYM_04388,腹满便秘,SYM,3
SYM_04394,舌红苔少,SYM,3
SYM_04395,舌胖润,SYM,3
SYM_04396,舌胖质淡,SYM,3
SYM_04397,舌苔垢腻,SYM,3
SYM_04398,舌苔淡白,SYM,3
SYM_04400,舌质偏淡,SYM,3
SYM_04401,舌质绛,SYM,3
SYM_04402,色暗有块,SYM,3
SYM_04403,色深红,SYM,3
SYM_04404,色紫黯,SYM,3
SYM_04405,色青黯,SYM,3
SYM_04407,薄腻,SYM,3
SYM_04408,血液血块,SYM,3
SYM_04411,语言不清,SYM,3
SYM_04412,语言迟钝,SYM,3
SYM_04414,跗肿,SYM,3
SYM_04417,迟钝,SYM,3
SYM_04428,面唇紫绀,SYM,3
SYM_04429,面唇青紫,SYM,3
SYM_04433,颈前肿大,SYM,3
SYM_04434,颈部肿块,SYM,3
SYM_04436,食滞,SYM,3
SYM_04437,饮不解渴,SYM,3
SYM_04438,鸡胸龟背,SYM,3
SYM_04441,鼻粘膜红赤,SYM,3
SYM_04443,上有浮油,SYM,2
SYM_04445,上覆痂皮或鳞屑,SYM,2
SYM_04449,下肢沉着,SYM,2
SYM_04456,不欲饮食,SYM,2
SYM_04459,不耐劳累,SYM,2
SYM_04463,两乳作胀,SYM,2
SYM_04465,两边白滑,SYM,2
SYM_04477,会厌可明显肿胀甚至如球状,SYM,2
SYM_04479,伴有絮状凝块物,SYM,2
SYM_04483,便下蛔虫,SYM,2
SYM_04485,便泄不爽,SYM,2
SYM_04489,全身症可见口咽干燥,SYM,2
SYM_04491,关节肿,SYM,2
SYM_04495,冷汗淋漓,SYM,2
SYM_04497,化湿理气胁肋疼痛,SYM,2
SYM_04498,午后低热,SYM,2
SYM_04499,反流,SYM,2
SYM_04502,口中干苦,SYM,2
SYM_04505,口中黏腻,SYM,2
SYM_04507,口咽干燥,SYM,2
SYM_04509,口唇爪甲紫暗,SYM,2
SYM_04510,口唇爪甲紫绀,SYM,2
SYM_04511,口唇紫绀,SYM,2
SYM_04512,口唇色青,SYM,2
SYM_04513,口噤握拳,SYM,2
SYM_04516,口有尿味,SYM,2
SYM_04518,口气恶臭,SYM,2
SYM_04523,口舌白屑堆积,SYM,2
SYM_04526,吐出物如赤豆汁,SYM,2
SYM_04527,吐后觉舒,SYM,2
SYM_04528,吐物酸馊,SYM,2
SYM_04533,吞咽梗阻,SYM,2
SYM_04534,吸气不利,SYM,2
SYM_04536,呕酸水,SYM,2
SYM_04538,周围黏膜红肿,SYM,2
SYM_04543,咯吐痰涎,SYM,2
SYM_04548,咯稀白痰,SYM,2
SYM_04549,咳吐黄痰,SYM,2
SYM_04550,咳呛不爽,SYM,2
SYM_04556,咽喉堵塞,SYM,2
SYM_04558,咽喉干痛,SYM,2
SYM_04559,咽喉憋闷,SYM,2
SYM_04560,咽喉粘膜呈鲜红或紫红色,SYM,2
SYM_04561,咽喉紧涩阻塞,SYM,2
SYM_04562,咽喉肿胀疼痛,SYM,2
SYM_04563,咽痒微痛不适,SYM,2
SYM_04564,咽肿,SYM,2
SYM_04565,咽部干燥,SYM,2
SYM_04566,咽部干燥灼热,SYM,2
SYM_04568,咽黏膜深红,SYM,2
SYM_04573,唇口青,SYM,2
SYM_04580,唇赤,SYM,2
SYM_04589,喉关无红肿,SYM,2
SYM_04591,喉核红肿,SYM,2
SYM_04594,喉核肿大暗红,SYM,2
SYM_04596,喉核表面有脓,SYM,2
SYM_04597,喉核表面有黄白色脓点,SYM,2
SYM_04598,喉燥,SYM,2
SYM_04600,喘不得卧,SYM,2
SYM_04606,喜太息,SYM,2
SYM_04610,嗳腐酸臭,SYM,2
SYM_04614,四周有轻度肿胀,SYM,2
SYM_04616,四肢及全身皆肿,SYM,2
SYM_04621,声低气短,SYM,2
SYM_04624,声门区红肿显着,SYM,2
SYM_04625,声门处粘膜苍白水肿,SYM,2
SYM_04626,声音不扬,SYM,2
SYM_04631,夜寐不宁,SYM,2
SYM_04632,夜尿清长,SYM,2
SYM_04635,大便呈陶土色,SYM,2
SYM_04636,大便坚如羊屎,SYM,2
SYM_04641,大便溏泄,SYM,2
SYM_04644,大便艰涩,SYM,2
SYM_04647,大便软溏,SYM,2
SYM_04649,大便黏腻或夹脓血,SYM,2
SYM_04653,大腹满痛,SYM,2
SYM_04658,头不能下视,SYM,2
SYM_04659,头发焦黄或花白,SYM,2
SYM_04663,头昏目胀,SYM,2
SYM_04669,头目昏眩,SYM,2
SYM_04678,如米泔水,SYM,2
SYM_04685,小便不甚赤涩,SYM,2
SYM_04688,小便浑赤,SYM,2
SYM_04694,小便艰涩,SYM,2
SYM_04695,小便色赤,SYM,2
SYM_04696,小便虽清不利,SYM,2
SYM_04702,小溲赤涩,SYM,2
SYM_04705,尿中带血,SYM,2
SYM_04711,尿液淋沥浑浊,SYM,2
SYM_04712,尿点滴难出,SYM,2
SYM_04713,尿短赤,SYM,2
SYM_04717,尿黄赤,SYM,2
SYM_04718,局部组织坏死,SYM,2
SYM_04747,性器官发育不全,SYM,2
SYM_04748,性欲亢进,SYM,2
SYM_04752,情绪易于激动,SYM,2
SYM_04755,惊跳惊叫,SYM,2
SYM_04756,愈合缓慢,SYM,2
SYM_04762,手足壮热,SYM,2
SYM_04765,手足萎软,SYM,2
SYM_04767,手足重滞,SYM,2
SYM_04768,抱轮微红,SYM,2
SYM_04773,按之胸下痛,SYM,2
SYM_04779,新肉不生,SYM,2
SYM_04785,早泄,SYM,2
SYM_04787,时时下利,SYM,2
SYM_04790,时欲小便,SYM,2
SYM_04798,昏迷痉厥,SYM,2
SYM_04808,月经周期延迟,SYM,2
SYM_04812,有压痛感,SYM,2
SYM_04813,有咽喉微痛,SYM,2
SYM_04814,有少许脓液,SYM,2
SYM_04815,有痒感,SYM,2
SYM_04822,欲吐不得吐,SYM,2
SYM_04823,欲泻不得泻,SYM,2
SYM_04825,毛发稀疏枯槁,SYM,2
SYM_04826,毛发脱落,SYM,2
SYM_04829,水泛为痰,SYM,2
SYM_04831,汗出较多,SYM,2
SYM_04837,泻下粪便臭如败卵,SYM,2
SYM_04838,泻下酸臭,SYM,2
SYM_04839,泻如水注,SYM,2
SYM_04842,涕黄,SYM,2
SYM_04848,混有血液血块,SYM,2
SYM_04852,溺短赤热,SYM,2
SYM_04855,满口色红,SYM,2
SYM_04885,痢下鲜紫脓血,SYM,2
SYM_04887,痰吐白沫,SYM,2
SYM_04891,痰浊中阻,SYM,2
SYM_04896,痰黏色黄,SYM,2
SYM_04897,瘀血阻滞,SYM,2
SYM_04906,皮疹暗红,SYM,2
SYM_04907,皮肤发白,SYM,2
SYM_04909,皮肤水疱,SYM,2
SYM_04910,皮肤粗糙,SYM,2
SYM_04911,皮肤萎缩,SYM,2
SYM_04914,目合口张,SYM,2
SYM_04915,目涩视昏,SYM,2
SYM_04916,目睫无力,SYM,2
SYM_04934,眼睑下垂,SYM,2
SYM_04937,短气息促,SYM,2
SYM_04941,神气困乏,SYM,2
SYM_04943,神水混浊,SYM,2
SYM_04945,神识呆钝,SYM,2
SYM_04952,粗如积粉,SYM,2
SYM_04953,粪便臭如败卵,SYM,2
SYM_04959,精神软弱,SYM,2
SYM_04960,精神郁闷,SYM,2
SYM_04963,红肿烂斑大痛,SYM,2
SYM_04964,红肿热痛,SYM,2
SYM_04965,纳减,SYM,2
SYM_04967,纳食较差,SYM,2
SYM_04969,经少渐闭,SYM,2
SYM_04972,经水闭绝不行,SYM,2
SYM_04980,置之沉淀,SYM,2
SYM_04981,耳中肿胀,SYM,2
SYM_04986,肋骨串珠,SYM,2
SYM_04987,肌肉瘦削,SYM,2
SYM_04990,肌肤枯燥,SYM,2
SYM_04994,肛周有溃口,SYM,2
SYM_04998,肛门热痛,SYM,2
SYM_05002,肠鸣泄泻,SYM,2
SYM_05005,肢体困惫,SYM,2
SYM_05007,肢体沉重,SYM,2
SYM_05008,肢体软瘫,SYM,2
SYM_05009,肢体颤抖,SYM,2
SYM_05010,肢懈,SYM,2
SYM_05011,肢节肿胀,SYM,2
SYM_05013,肢重怠惰,SYM,2
SYM_05014,肤冷,SYM,2
SYM_05017,肿大如李,SYM,2
SYM_05023,胁肋胀满,SYM,2
SYM_05024,胃痞胀满,SYM,2
SYM_05025,胃脘嘈杂,SYM,2
SYM_05034,胸前胀满,SYM,2
SYM_05037,胸胁不舒,SYM,2
SYM_05039,胸脘痞满,SYM,2
SYM_05044,胸膈痞满,SYM,2
SYM_05049,胸闷痞满,SYM,2
SYM_05051,胸高胁陷,SYM,2
SYM_05053,脉弱,SYM,2
SYM_05061,脑转,SYM,2
SYM_05065,脘胁胀闷不适,SYM,2
SYM_05071,腐肉败脱,SYM,2
SYM_05077,腰腹隐痛,SYM,2
SYM_05078,腹中纹痛,SYM,2
SYM_05079,腹中雷鸣,SYM,2
SYM_05084,腹时痛,SYM,2
SYM_05087,腹胀便秘,SYM,2
SYM_05088,腹胀脘痞,SYM,2
SYM_05090,腹部冷痛,SYM,2
SYM_05092,舌下络脉青紫,SYM,2
SYM_05095,舌尖边红,SYM,2
SYM_05102,舌痿,SYM,2
SYM_05105,舌白腻,SYM,2
SYM_05106,舌紫暗者,SYM,2
SYM_05111,舌苔厚浊,SYM,2
SYM_05112,舌苔垢浊,SYM,2
SYM_05113,舌苔垢浊或厚腻,SYM,2
SYM_05114,舌苔少,SYM,2
SYM_05116,舌苔浊腻,SYM,2
SYM_05117,舌苔白厚或腻,SYM,2
SYM_05123,舌质紫绛,SYM,2
SYM_05127,色暗红,SYM,2
SYM_05130,色紫黑,SYM,2
SYM_05131,色艳红,SYM,2
SYM_05132,色苍老,SYM,2
SYM_05133,苔光剥,SYM,2
SYM_05134,苔或腻,SYM,2
SYM_05139,苔黄或黄厚,SYM,2
SYM_05140,虫痛发作,SYM,2
SYM_05141,血不足,SYM,2
SYM_05142,血丝色偏紫暗,SYM,2
SYM_05144,血色深红,SYM,2
SYM_05153,质胖,SYM,2
SYM_05155,质黏稠,SYM,2
SYM_05157,足蜷卧,SYM,2
SYM_05162,身体肿胀,SYM,2
SYM_05166,遇寒加重,SYM,2
SYM_05172,阴道干涩,SYM,2
SYM_05174,阵发性脐腹剧烈疼痛,SYM,2
SYM_05184,面色枯白,SYM,2
SYM_05187,面色红赤,SYM,2
SYM_05188,面色青晦,SYM,2
SYM_05189,面色青苍,SYM,2
SYM_05190,面色黄滞,SYM,2
SYM_05193,项强,SYM,2
SYM_05200,颜面微浮,SYM,2
SYM_05206,食后胀甚,SYM,2
SYM_05209,食欲欠佳,SYM,2
SYM_05211,食道梗塞不舒,SYM,2
SYM_05214,饮水即吐,SYM,2
SYM_05216,饮食并减,SYM,2
SYM_05227,黄色晦暗,SYM,2
SYM_05229,黏膜红赤,SYM,2
SYM_05230,黑睛猝然偏斜,SYM,2
SYM_05234,鼻唇先干,SYM,2
SYM_05236,鼻塞涕黄,SYM,2
SYM_05238,鼻气灼热,SYM,2
SYM_05240,鼻腔干燥灼热感,SYM,2
SYM_05242,鼻鼾息微,SYM,2
