id,source_term,type,pinyin,label,curated_gloss
CAU_00000,脉弦,CAU,Maixian,Wiry pulse,True
CAU_00001,脉细数,CAU,Maixishu,Fine rapid pulse,True
CAU_00002,脉沉细,CAU,Maichenxi,Deep fine pulse,True
CAU_00003,脉滑数,CAU,Maihuashu,Slippery rapid pulse,True
CAU_00004,脉弦数,CAU,Maixianshu,Wiry rapid pulse,True
CAU_00005,脉细,CAU,Maixi,Fine pulse,True
CAU_00006,脉沉,CAU,Maichen,Deep pulse,True
CAU_00007,脉数,CAU,Maishu,Rapid pulse,True
CAU_00008,脉浮,CAU,Maifu,Floating pulse,True
CAU_00009,气虚,CAU,Qixu,Qi deficiency,True
CAU_00010,脉细弱,CAU,Maixiruo,Maixiruo,False
CAU_00011,脉濡,CAU,Mairu,Mairu,False
CAU_00012,阴虚,CAU,Yinxu,Yinxu,False
CAU_00013,湿热,CAU,Shire,Shire,False
CAU_00014,脉滑,CAU,Maihua,Maihua,False
CAU_00015,脾虚,CAU,Pixu,Pixu,False
CAU_00016,风寒,CAU,Fenghan,Fenghan,False
CAU_00017,无力,CAU,Wuli,Wuli,False
CAU_00018,血虚,CAU,Xuexu,Xuexu,False
CAU_00019,脉弦滑,CAU,Maixianhua,Maixianhua,False
CAU_00020,气滞血瘀,CAU,Qizhixueyu,Qizhixueyu,False
CAU_00021,脉弱,CAU,Mairuo,Mairuo,False
CAU_00022,脉洪数,CAU,Maihongshu,Maihongshu,False
CAU_00023,烦躁,CAU,Fanzao,Fanzao,False
CAU_00024,阳虚,CAU,Yangxu,Yangxu,False
CAU_00025,气血两虚,CAU,Qixueliangxu,Qixueliangxu,False
CAU_00026,血瘀,CAU,Xueyu,Xueyu,False
CAU_00027,风热,CAU,Fengre,Fengre,False
CAU_00028,肾虚,CAU,Shenxu,Shenxu,False
CAU_00029,肾阴虚,CAU,Shenyinxu,Shenyinxu,False
CAU_00030,脉细涩,CAU,Maixise,Maixise,False
CAU_00031,胃热,CAU,Weire,Weire,False
CAU_00032,脉缓,CAU,Maihuan,Maihuan,False
CAU_00033,数,CAU,Shu,Shu,False
CAU_00034,脾肾,CAU,Pishen,Pishen,False
CAU_00035,不安,CAU,Buan,Buan,False
CAU_00036,热毒炽盛,CAU,Reduchisheng,Reduchisheng,False
CAU_00037,神疲,CAU,Shenpi,Shenpi,False
CAU_00038,脉涩,CAU,Maise,Maise,False
CAU_00039,脉细弦,CAU,Maixixian,Maixixian,False
CAU_00040,胃虚,CAU,Weixu,Weixu,False
CAU_00041,脉虚,CAU,Maixu,Maixu,False
CAU_00042,细涩,CAU,Xise,Xise,False
CAU_00043,肺虚,CAU,Feixu,Lung deficiency,True
CAU_00044,内热,CAU,Neire,Neire,False
CAU_00045,热毒,CAU,Redu,Redu,False
CAU_00046,缓,CAU,Huan,Huan,False
CAU_00047,脉浮数,CAU,Maifushu,Maifushu,False
CAU_00048,肝肾不足,CAU,Ganshenbuzu,Ganshenbuzu,False
CAU_00049,肺热,CAU,Feire,Feire,False
CAU_00050,脉弦细,CAU,Maixianxi,Maixianxi,False
CAU_00051,脉沉细无力,CAU,Maichenxiwuli,Maichenxiwuli,False
CAU_00052,结代,CAU,Jiedai,Jiedai,False
CAU_00053,伤寒,CAU,Shanghan,Cold damage,True
CAU_00054,气逆,CAU,Qini,Qini,False
CAU_00055,湿热下注,CAU,Shirexiazhu,Shirexiazhu,False
CAU_00056,脉滑实,CAU,Maihuashi,Maihuashi,False
CAU_00057,脾气虚,CAU,Piqixu,Piqixu,False
CAU_00058,虚寒,CAU,Xuhan,Xuhan,False
CAU_00059,虚火上炎,CAU,Xuhuoshangyan,Xuhuoshangyan,False
CAU_00060,阴虚火旺,CAU,Yinxuhuowang,Yinxuhuowang,False
CAU_00061,内伤,CAU,Neishang,Neishang,False
CAU_00062,肝气郁结,CAU,Ganqiyujie,Ganqiyujie,False
CAU_00063,脉洪,CAU,Maihong,Maihong,False
CAU_00064,脾失健运,CAU,Pishijianyun,Spleen failing to transport,True
CAU_00065,气滞,CAU,Qizhi,Qizhi,False
CAU_00066,气血不足,CAU,Qixuebuzu,Qixuebuzu,False
CAU_00067,滑数,CAU,Huashu,Huashu,False
CAU_00068,肝肾阴虚,CAU,Ganshenyinxu,Ganshenyinxu,False
CAU_00069,肝郁,CAU,Ganyu,Ganyu,False
CAU_00070,脉弦涩,CAU,Maixianse,Maixianse,False
CAU_00071,脉虚弱,CAU,Maixuruo,Maixuruo,False
CAU_00072,虚热,CAU,Xure,Xure,False
CAU_00073,阴虚内热,CAU,Yinxuneire,Yinxuneire,False
CAU_00074,少阳,CAU,Shaoyang,Shaoyang,False
CAU_00075,弦细,CAU,Xianxi,Xianxi,False
CAU_00076,肾阴亏虚,CAU,Shenyinkuixu,Shenyinkuixu,False
CAU_00077,脉实,CAU,Maishi,Maishi,False
CAU_00078,脉弦紧,CAU,Maixianjin,Maixianjin,False
CAU_00079,脉微,CAU,Maiwei,Maiwei,False
CAU_00080,脉濡数,CAU,Mairushu,Mairushu,False
CAU_00081,脾肾阳虚,CAU,Pishenyangxu,Pishenyangxu,False
CAU_00082,四肢厥冷,CAU,Sizhijueleng,Sizhijueleng,False
CAU_00083,气血虚弱,CAU,Qixuexuruo,Qixuexuruo,False
CAU_00084,湿热蕴结,CAU,Shireyunjie,Shireyunjie,False
CAU_00085,痰瘀互结,CAU,Tanyuhujie,Tanyuhujie,False
CAU_00086,肝火,CAU,Ganhuo,Ganhuo,False
CAU_00087,肝郁气滞,CAU,Ganyuqizhi,Ganyuqizhi,False
CAU_00088,肾阴不足,CAU,Shenyinbuzu,Shenyinbuzu,False
CAU_00089,脉微欲绝,CAU,Maiweiyujue,Maiweiyujue,False
CAU_00090,脉濡缓,CAU,Mairuhuan,Mairuhuan,False
CAU_00091,脉细无力,CAU,Maixiwuli,Maixiwuli,False
CAU_00092,脾胃虚弱,CAU,Piweixuruo,Piweixuruo,False
CAU_00093,弦滑,CAU,Xianhua,Xianhua,False
CAU_00094,气血亏虚,CAU,Qixuekuixu,Qixuekuixu,False
CAU_00095,火盛,CAU,Huosheng,Huosheng,False
CAU_00096,痰湿,CAU,Tanshi,Tanshi,False
CAU_00097,神昏谵语,CAU,Shenhunzhanyu,Shenhunzhanyu,False
CAU_00098,肝旺,CAU,Ganwang,Ganwang,False
CAU_00099,肝阳上亢,CAU,Ganyangshangkang,Ganyangshangkang,False
CAU_00100,肾阳不足,CAU,Shenyangbuzu,Shenyangbuzu,False
CAU_00101,脉弦细数,CAU,Maixianxishu,Maixianxishu,False
CAU_00102,迫血妄行,CAU,Poxuewangxing,Poxuewangxing,False
CAU_00103,阴血亏虚,CAU,Yinxuekuixu,Yinxuekuixu,False
CAU_00104,弦数,CAU,Xianshu,Xianshu,False
CAU_00105,气血虚,CAU,Qixuexu,Qixuexu,False
CAU_00106,气阴两虚,CAU,Qiyinliangxu,Qiyinliangxu,False
CAU_00107,浮数,CAU,Fushu,Fushu,False
CAU_00108,肾气不足,CAU,Shenqibuzu,Shenqibuzu,False
CAU_00109,脉大,CAU,Maida,Maida,False
CAU_00110,脉沉紧,CAU,Maichenjin,Maichenjin,False
CAU_00111,脉沉细或涩,CAU,Maichenxihuose,Maichenxihuose,False
CAU_00112,脉洪大,CAU,Maihongda,Maihongda,False
CAU_00113,脉濡细,CAU,Mairuxi,Mairuxi,False
CAU_00114,脏躁,CAU,Zangzao,Zangzao,False
CAU_00115,脱,CAU,Tuo,Tuo,False
CAU_00116,脾阳不振,CAU,Piyangbuzhen,Piyangbuzhen,False
CAU_00117,阳衰,CAU,Yangshuai,Yangshuai,False
CAU_00118,五心烦热,CAU,Wuxinfanre,Wuxinfanre,False
CAU_00119,厥阴,CAU,Jueyin,Jueyin,False
CAU_00120,气郁化火,CAU,Qiyuhuahuo,Qiyuhuahuo,False
CAU_00121,水气,CAU,Shuiqi,Shuiqi,False
CAU_00122,湿热壅盛,CAU,Shireyongsheng,Shireyongsheng,False
CAU_00123,濡,CAU,Ru,Ru,False
CAU_00124,热盛,CAU,Resheng,Resheng,False
CAU_00125,神昏,CAU,Shenhun,Shenhun,False
CAU_00126,神疲乏力,CAU,Shenpifali,Shenpifali,False
CAU_00127,肝血不足,CAU,Ganxuebuzu,Ganxuebuzu,False
CAU_00128,肾亏,CAU,Shenkui,Shenkui,False
CAU_00129,肾阳虚,CAU,Shenyangxu,Shenyangxu,False
CAU_00130,胃火内炽,CAU,Weihuoneichi,Weihuoneichi,False
CAU_00131,脉弦滑或滑数,CAU,Maixianhuahuohuashu,Maixianhuahuohuashu,False
CAU_00132,脉沉弱,CAU,Maichenruo,Maichenruo,False
CAU_00133,脉浮紧,CAU,Maifujin,Maifujin,False
CAU_00134,脉紧,CAU,Maijin,Maijin,False
CAU_00135,脉象虚数,CAU,Maixiangxushu,Maixiangxushu,False
CAU_00136,脾气虚弱,CAU,Piqixuruo,Piqixuruo,False
CAU_00137,脾胃虚寒,CAU,Piweixuhan,Piweixuhan,False
CAU_00138,脾虚不运,CAU,Pixubuyun,Pixubuyun,False
CAU_00139,脾虚湿蕴,CAU,Pixushiyun,Pixushiyun,False
CAU_00140,虚热内生,CAU,Xureneisheng,Xureneisheng,False
CAU_00141,血热,CAU,Xuere,Xuere,False
CAU_00142,阴血不足,CAU,Yinxuebuzu,Yinxuebuzu,False
CAU_00143,风热外袭,CAU,Fengrewaixi,Fengrewaixi,False
CAU_00144,内生虚热,CAU,Neishengxure,Neishengxure,False
CAU_00145,吴茱萸,CAU,Wuzhuyu,Wuzhuyu,False
CAU_00146,心虚,CAU,Xinxu,Xinxu,False
CAU_00147,毒盛,CAU,Dusheng,Dusheng,False
CAU_00148,气血不行,CAU,Qixuebuxing,Qixuebuxing,False
CAU_00149,气逆不降,CAU,Qinibujiang,Qinibujiang,False
CAU_00150,湿热内生,CAU,Shireneisheng,Shireneisheng,False
CAU_00151,湿热内蕴,CAU,Shireneiyun,Shireneiyun,False
CAU_00152,火毒炽盛,CAU,Huoduchisheng,Huoduchisheng,False
CAU_00153,热入营血,CAU,Reruyingxue,Reruyingxue,False
CAU_00154,肝火偏旺,CAU,Ganhuopianwang,Ganhuopianwang,False
CAU_00155,肝虚,CAU,Ganxu,Ganxu,False
CAU_00156,肝郁化热,CAU,Ganyuhuare,Ganyuhuare,False
CAU_00157,肝郁脾虚,CAU,Ganyupixu,Ganyupixu,False
CAU_00158,胃失和降,CAU,Weishihejiang,Weishihejiang,False
CAU_00159,胸胁苦满,CAU,Xiongxiekuman,Xiongxiekuman,False
CAU_00160,胸膈满闷,CAU,Xionggemanmen,Xionggemanmen,False
CAU_00161,脉沉弦,CAU,Maichenxian,Maichenxian,False
CAU_00162,脉沉滑,CAU,Maichenhua,Maichenhua,False
CAU_00163,脉缓弱,CAU,Maihuanruo,Maihuanruo,False
CAU_00164,脉象沉数,CAU,Maixiangchenshu,Maixiangchenshu,False
CAU_00165,脉象细数,CAU,Maixiangxishu,Maixiangxishu,False
CAU_00166,脉迟紧,CAU,Maichijin,Maichijin,False
CAU_00167,脾虚失运,CAU,Pixushiyun,Pixushiyun,False
CAU_00168,虚烦,CAU,Xufan,Xufan,False
CAU_00169,见鬼状,CAU,Jianguizhuang,Jianguizhuang,False
CAU_00170,邪陷心肝,CAU,Xiexianxingan,Xiexianxingan,False
CAU_00171,阴虚阳亢,CAU,Yinxuyangkang,Yinxuyangkang,False
CAU_00172,风热湿邪,CAU,Fengreshixie,Fengreshixie,False
CAU_00173,六脉浮数,CAU,Liumaifushu,Liumaifushu,False
CAU_00174,冲气上逆,CAU,Chongqishangni,Chongqishangni,False
CAU_00175,外寒郁遏肺火,CAU,Waihanyuefeihuo,Waihanyuefeihuo,False
CAU_00176,夜卧不安,CAU,Yewobuan,Yewobuan,False
CAU_00177,宣肺化痰,CAU,Xuanfeihuatan,Xuanfeihuatan,False
CAU_00178,寒饮伏肺,CAU,Hanyinfufei,Hanyinfufei,False
CAU_00179,带脉之急,CAU,Daimaizhiji,Daimaizhiji,False
CAU_00180,弦涩,CAU,Xianse,Xianse,False
CAU_00181,心烦不寐,CAU,Xinfanbumei,Xinfanbumei,False
CAU_00182,心肝热盛,CAU,Xinganresheng,Xinganresheng,False
CAU_00183,心肾俱虚,CAU,Xinshenjuxu,Xinshenjuxu,False
CAU_00184,心阴不足,CAU,Xinyinbuzu,Xinyinbuzu,False
CAU_00185,或细数,CAU,Huoxishu,Huoxishu,False
CAU_00186,气机郁结,CAU,Qijiyujie,Qijiyujie,False
CAU_00187,气虚明显,CAU,Qixumingxian,Qixumingxian,False
CAU_00188,气虚血瘀,CAU,Qixuxueyu,Qixuxueyu,False
CAU_00189,气阴两伤,CAU,Qiyinliangshang,Qiyinliangshang,False
CAU_00190,水湿泛滥,CAU,Shuishifanlan,Shuishifanlan,False
CAU_00191,清阳不升,CAU,Qingyangbusheng,Qingyangbusheng,False
CAU_00192,痹阻气血,CAU,Bizuqixue,Bizuqixue,False
CAU_00193,细弦数,CAU,Xixianshu,Xixianshu,False
CAU_00194,细弱,CAU,Xiruo,Xiruo,False
CAU_00195,肝寒里逆,CAU,Ganhanlini,Ganhanlini,False
CAU_00196,肝肾两亏,CAU,Ganshenliangkui,Ganshenliangkui,False
CAU_00197,肝肾亏虚,CAU,Ganshenkuixu,Ganshenkuixu,False
CAU_00198,肝肾精血不足,CAU,Ganshenjingxuebuzu,Ganshenjingxuebuzu,False
CAU_00199,肝脾不调,CAU,Ganpibudiao,Ganpibudiao,False
CAU_00200,肝脾郁怒,CAU,Ganpiyunu,Ganpiyunu,False
CAU_00201,肝郁化火,CAU,Ganyuhuahuo,Ganyuhuahuo,False
CAU_00202,肺气亏虚,CAU,Feiqikuixu,Feiqikuixu,False
CAU_00203,肺经风热,CAU,Feijingfengre,Feijingfengre,False
CAU_00204,肺肾两虚,CAU,Feishenliangxu,Feishenliangxu,False
CAU_00205,肺阴不足,CAU,Feiyinbuzu,Feiyinbuzu,False
CAU_00206,肾气虚,CAU,Shenqixu,Shenqixu,False
CAU_00207,肾虚不固,CAU,Shenxubugu,Shenxubugu,False
CAU_00208,胃中虚火,CAU,Weizhongxuhuo,Weizhongxuhuo,False
CAU_00209,胃火上炎,CAU,Weihuoshangyan,Weihuoshangyan,False
CAU_00210,胸膈烦闷,CAU,Xionggefanmen,Xionggefanmen,False
CAU_00211,脉多沉实,CAU,Maiduochenshi,Maiduochenshi,False
CAU_00212,脉小,CAU,Maixiao,Maixiao,False
CAU_00213,脉弱无力,CAU,Mairuowuli,Mairuowuli,False
CAU_00214,脉微弱,CAU,Maiweiruo,Maiweiruo,False
CAU_00215,脉必洪数,CAU,Maibihongshu,Maibihongshu,False
CAU_00216,脉数有力,CAU,Maishuyouli,Maishuyouli,False
CAU_00217,脉沉细虚数,CAU,Maichenxixushu,Maichenxixushu,False
CAU_00218,脉洪疾,CAU,Maihongji,Maihongji,False
CAU_00219,脉细滑数,CAU,Maixihuashu,Maixihuashu,False
CAU_00220,脉细软,CAU,Maixiruan,Maixiruan,False
CAU_00221,脉象模糊,CAU,Maixiangmohu,Maixiangmohu,False
CAU_00222,脉象虚弱,CAU,Maixiangxuruo,Maixiangxuruo,False
CAU_00223,脏腑积热,CAU,Zangfujire,Zangfujire,False
CAU_00224,脾胃气虚,CAU,Piweiqixu,Piweiqixu,False
CAU_00225,脾胃湿热,CAU,Piweishire,Piweishire,False
CAU_00226,脾胃湿盛,CAU,Piweishisheng,Piweishisheng,False
CAU_00227,脾胃虚,CAU,Piweixu,Piweixu,False
CAU_00228,腑气不通,CAU,Fuqibutong,Fuqibutong,False
CAU_00229,芤,CAU,Kou,Kou,False
CAU_00230,营血亏虚,CAU,Yingxuekuixu,Yingxuekuixu,False
CAU_00231,虚大,CAU,Xuda,Xuda,False
CAU_00232,虚火,CAU,Xuhuo,Xuhuo,False
CAU_00233,血海枯竭,CAU,Xuehaikujie,Xuehaikujie,False
CAU_00234,里实热盛,CAU,Lishiresheng,Lishiresheng,False
CAU_00235,里热,CAU,Lire,Lire,False
CAU_00236,阳虚阴盛,CAU,Yangxuyinsheng,Yangxuyinsheng,False
CAU_00237,风燥,CAU,Fengzao,Fengzao,False
CAU_00238,上盛下虚,CAU,Shangshengxiaxu,Shangshengxiaxu,False
CAU_00239,中气下陷,CAU,Zhongqixiaxian,Zhongqixiaxian,False
CAU_00240,中阳不振,CAU,Zhongyangbuzhen,Zhongyangbuzhen,False
CAU_00241,余邪未清,CAU,Yuxieweiqing,Yuxieweiqing,False
CAU_00242,元气亏损,CAU,Yuanqikuisun,Yuanqikuisun,False
CAU_00243,六脉弦数,CAU,Liumaixianshu,Liumaixianshu,False
CAU_00244,六脉弦紧,CAU,Liumaixianjin,Six pulses wiry and tight,True
CAU_00245,六脉洪大,CAU,Liumaihongda,Liumaihongda,False
CAU_00246,六脉细数者,CAU,Liumaixishuzhe,Liumaixishuzhe,False
CAU_00247,劳伤肾气,CAU,Laoshangshenqi,Laoshangshenqi,False
CAU_00248,厥气上迫,CAU,Jueqishangpo,Jueqishangpo,False
CAU_00249,口苦心烦,CAU,Koukuxinfan,Koukuxinfan,False
CAU_00250,嗜睡,CAU,Shishui,Shishui,False
CAU_00251,外邪侵袭,CAU,Waixieqinxi,Waixieqinxi,False
CAU_00252,太阳经中风,CAU,Taiyangjingzhongfeng,Taiyangjingzhongfeng,False
CAU_00253,寒湿,CAU,Hanshi,Hanshi,False
CAU_00254,寒湿入络,CAU,Hanshiruluo,Hanshiruluo,False
CAU_00255,尺脉必弦紧,CAU,Chimaibixianjin,Chimaibixianjin,False
CAU_00256,尿闭,CAU,Niaobi,Niaobi,False
CAU_00257,弦细数,CAU,Xianxishu,Xianxishu,False
CAU_00258,心悸失眠,CAU,Xinjishimian,Xinjishimian,False
CAU_00259,心气不足,CAU,Xinqibuzu,Xinqibuzu,False
CAU_00260,心火亢盛,CAU,Xinhuokangsheng,Xinhuokangsheng,False
CAU_00261,心火内扰,CAU,Xinhuoneirao,Xinhuoneirao,False
CAU_00262,心火妄动,CAU,Xinhuowangdong,Xinhuowangdong,False
CAU_00263,心经积热,CAU,Xinjingjire,Xinjingjire,False
CAU_00264,心脾两亏,CAU,Xinpiliangkui,Xinpiliangkui,False
CAU_00265,心脾两虚,CAU,Xinpiliangxu,Xinpiliangxu,False
CAU_00266,心脾积热,CAU,Xinpijire,Xinpijire,False
CAU_00267,心营亏虚,CAU,Xinyingkuixu,Xinyingkuixu,False
CAU_00268,昏迷,CAU,Hunmi,Hunmi,False
CAU_00269,欲伤肾精,CAU,Yushangshenjing,Yushangshenjing,False
CAU_00270,正气亏虚,CAU,Zhengqikuixu,Zhengqikuixu,False
CAU_00271,正虚邪留,CAU,Zhengxuxieliu,Zhengxuxieliu,False
CAU_00272,气机郁滞,CAU,Qijiyuzhi,Qijiyuzhi,False
CAU_00273,气滞痰凝,CAU,Qizhitanning,Qizhitanning,False
CAU_00274,气短乏力,CAU,Qiduanfali,Qiduanfali,False
CAU_00275,气血两亏,CAU,Qixueliangkui,Qixueliangkui,False
CAU_00276,气血壅滞,CAU,Qixueyongzhi,Qixueyongzhi,False
CAU_00277,气血失和,CAU,Qixueshihe,Qixueshihe,False
CAU_00278,气血瘀滞,CAU,Qixueyuzhi,Qixueyuzhi,False
CAU_00279,沉弦,CAU,Chenxian,Chenxian,False
CAU_00280,沉弱,CAU,Chenruo,Chenruo,False
CAU_00281,沉细,CAU,Chenxi,Chenxi,False
CAU_00282,沉迟,CAU,Chenchi,Chenchi,False
CAU_00283,泻肺平喘,CAU,Xiefeipingchuan,Xiefeipingchuan,False
CAU_00284,洪数,CAU,Hongshu,Hongshu,False
CAU_00285,渗湿,CAU,Shenshi,Shenshi,False
CAU_00286,湿滞,CAU,Shizhi,Shizhi,False
CAU_00287,湿热交蒸,CAU,Shirejiaozheng,Shirejiaozheng,False
CAU_00288,湿热壅滞,CAU,Shireyongzhi,Shireyongzhi,False
CAU_00289,濡数,CAU,Rushu,Rushu,False
CAU_00290,火毒凝结,CAU,Huoduningjie,Huoduningjie,False
CAU_00291,火毒壅盛,CAU,Huoduyongsheng,Huoduyongsheng,False
CAU_00292,火热炽盛,CAU,Huorechisheng,Huorechisheng,False
CAU_00293,热毒内蕴,CAU,Reduneiyun,Reduneiyun,False
CAU_00294,热毒蕴结,CAU,Reduyunjie,Reduyunjie,False
CAU_00295,热淫于内,CAU,Reyinyunei,Reyinyunei,False
CAU_00296,热盛伤阴,CAU,Reshengshangyin,Reshengshangyin,False
CAU_00297,痰气交阻,CAU,Tanqijiaozu,Tanqijiaozu,False
CAU_00298,痰火内盛,CAU,Tanhuoneisheng,Tanhuoneisheng,False
CAU_00299,痰痫,CAU,Tanxian,Tanxian,False
CAU_00300,瘀塞络脉,CAU,Yusailuomai,Yusailuomai,False
CAU_00301,目失濡养,CAU,Mushiruyang,Mushiruyang,False
CAU_00302,真阴亏损,CAU,Zhenyinkuisun,Zhenyinkuisun,False
CAU_00303,神志异常,CAU,Shenzhiyichang,Shenzhiyichang,False
CAU_00304,精血亏损,CAU,Jingxuekuisun,Jingxuekuisun,False
CAU_00305,肝失条达,CAU,Ganshitiaoda,Ganshitiaoda,False
CAU_00306,肝失疏泄,CAU,Ganshishuxie,Ganshishuxie,False
CAU_00307,肝气强,CAU,Ganqiqiang,Ganqiqiang,False
CAU_00308,肝气郁滞,CAU,Ganqiyuzhi,Ganqiyuzhi,False
CAU_00309,肝经湿热,CAU,Ganjingshire,Ganjingshire,False
CAU_00310,肝经郁热,CAU,Ganjingyure,Ganjingyure,False
CAU_00311,肝肺风热,CAU,Ganfeifengre,Ganfeifengre,False
CAU_00312,肝胆湿热,CAU,Gandanshire,Gandanshire,False
CAU_00313,肝胆火旺,CAU,Gandanhuowang,Gandanhuowang,False
CAU_00314,肝血燥,CAU,Ganxuezao,Ganxuezao,False
CAU_00315,肝郁痰凝,CAU,Ganyutanning,Ganyutanning,False
CAU_00316,肝风内动,CAU,Ganfengneidong,Ganfengneidong,False
CAU_00317,肢冷脉伏,CAU,Zhilengmaifu,Zhilengmaifu,False
CAU_00318,肺失宣降,CAU,Feishixuanjiang,Feishixuanjiang,False
CAU_00319,肺寒,CAU,Feihan,Feihan,False
CAU_00320,肺气上逆,CAU,Feiqishangni,Feiqishangni,False
CAU_00321,肺气虚,CAU,Feiqixu,Feiqixu,False
CAU_00322,肺燥,CAU,Feizao,Feizao,False
CAU_00323,肺经火郁气分,CAU,Feijinghuoyuqifen,Feijinghuoyuqifen,False
CAU_00324,肺经蕴热,CAU,Feijingyunre,Feijingyunre,False
CAU_00325,肺胃热盛,CAU,Feiweiresheng,Feiweiresheng,False
CAU_00326,肺胃郁热,CAU,Feiweiyure,Feiweiyure,False
CAU_00327,肺脉按之无力,CAU,Feimaianzhiwuli,Feimaianzhiwuli,False
CAU_00328,肺脉独迟,CAU,Feimaiduchi,Feimaiduchi,False
CAU_00329,肺脾失调,CAU,Feipishitiao,Feipishitiao,False
CAU_00330,肾劳虚损,CAU,Shenlaoxusun,Shenlaoxusun,False
CAU_00331,肾火郁遏,CAU,Shenhuoyue,Shenhuoyue,False
CAU_00332,肾精亏损,CAU,Shenjingkuisun,Shenjingkuisun,False
CAU_00333,肾阳久衰,CAU,Shenyangjiushuai,Shenyangjiushuai,False
CAU_00334,肾阴亏损,CAU,Shenyinkuisun,Shenyinkuisun,False
CAU_00335,胃气上逆,CAU,Weiqishangni,Weiqishangni,False
CAU_00336,胎上逼心,CAU,Taishangbixin,Taishangbixin,False
CAU_00337,胎动不安,CAU,Taidongbuan,Taidongbuan,False
CAU_00338,胸脘痞闷,CAU,Xiongwanpimen,Xiongwanpimen,False
CAU_00339,胸闷心烦,CAU,Xiongmenxinfan,Xiongmenxinfan,False
CAU_00340,脉乍紧者,CAU,Maizhajinzhe,Abruptly tight pulse,True
CAU_00341,脉乱不齐,CAU,Mailuanbuqi,Mailuanbuqi,False
CAU_00342,脉伏或沉弦,CAU,Maifuhuochenxian,Maifuhuochenxian,False
CAU_00343,脉向弱细小,CAU,Maixiangruoxixiao,Maixiangruoxixiao,False
CAU_00344,脉左关弦数,CAU,Maizuoguanxianshu,Maizuoguanxianshu,False
CAU_00345,脉弦滑或沉细,CAU,Maixianhuahuochenxi,Maixianhuahuochenxi,False
CAU_00346,脉弦紧或浮紧,CAU,Maixianjinhuofujin,Maixianjinhuofujin,False
CAU_00347,脉微细,CAU,Maiweixi,Maiweixi,False
CAU_00348,脉必弦微,CAU,Maibixianwei,Maibixianwei,False
CAU_00349,脉必数,CAU,Maibishu,Maibishu,False
CAU_00350,脉必结涩,CAU,Maibijiese,Maibijiese,False
CAU_00351,脉搏沉迟,CAU,Maibochenchi,Maibochenchi,False
CAU_00352,脉数或浮数,CAU,Maishuhuofushu,Maishuhuofushu,False
CAU_00353,脉来弦硬,CAU,Mailaixianying,Mailaixianying,False
CAU_00354,脉沉无力,CAU,Maichenwuli,Maichenwuli,False
CAU_00355,脉沉细涩,CAU,Maichenxise,Maichenxise,False
CAU_00356,脉沉细滑,CAU,Maichenxihua,Maichenxihua,False
CAU_00357,脉沉细虚,CAU,Maichenxixu,Maichenxixu,False
CAU_00358,脉沉迟,CAU,Maichenchi,Maichenchi,False
CAU_00359,脉洪滑,CAU,Maihonghua,Maihonghua,False
CAU_00360,脉滑有力,CAU,Maihuayouli,Maihuayouli,False
CAU_00361,脉细滑,CAU,Maixihua,Maixihua,False
CAU_00362,脉虚而细,CAU,Maixuerxi,Maixuerxi,False
CAU_00363,脉见缓弱者,CAU,Maijianhuanruozhe,Maijianhuanruozhe,False
CAU_00364,脉证,CAU,Maizheng,Maizheng,False
CAU_00365,脉象举按俱弦,CAU,Maixiangjuanjuxian,Maixiangjuanjuxian,False
CAU_00366,脉象弦数,CAU,Maixiangxianshu,Maixiangxianshu,False
CAU_00367,脉象沉伏,CAU,Maixiangchenfu,Maixiangchenfu,False
CAU_00368,脉象沉滑,CAU,Maixiangchenhua,Maixiangchenhua,False
CAU_00369,脉象濡弱,CAU,Maixiangruruo,Maixiangruruo,False
CAU_00370,脉迟,CAU,Maichi,Maichi,False
CAU_00371,脾气下陷,CAU,Piqixiaxian,Piqixiaxian,False
CAU_00372,脾气不足,CAU,Piqibuzu,Piqibuzu,False
CAU_00373,脾气亏虚,CAU,Piqikuixu,Piqikuixu,False
CAU_00374,脾气郁结,CAU,Piqiyujie,Piqiyujie,False
CAU_00375,脾肺气虚,CAU,Pifeiqixu,Pifeiqixu,False
CAU_00376,脾肾两虚,CAU,Pishenliangxu,Pishenliangxu,False
CAU_00377,脾肾阳衰,CAU,Pishenyangshuai,Pishenyangshuai,False
CAU_00378,脾胃不和,CAU,Piweibuhe,Piweibuhe,False
CAU_00379,脾胃不足,CAU,Piweibuzu,Piweibuzu,False
CAU_00380,脾胃伏火,CAU,Piweifuhuo,Piweifuhuo,False
CAU_00381,脾胃实热,CAU,Piweishire,Piweishire,False
CAU_00382,脾阳虚弱,CAU,Piyangxuruo,Piyangxuruo,False
CAU_00383,脾阳颓败,CAU,Piyangtuibai,Piyangtuibai,False
CAU_00384,蒙蔽清窍,CAU,Mengbiqingqiao,Mengbiqingqiao,False
CAU_00385,虚火内亢,CAU,Xuhuoneikang,Xuhuoneikang,False
CAU_00386,虚风内动,CAU,Xufengneidong,Xufengneidong,False
CAU_00387,虫积内扰,CAU,Chongjineirao,Chongjineirao,False
CAU_00388,血不上荣,CAU,Xuebushangrong,Xuebushangrong,False
CAU_00389,血燥,CAU,Xuezao,Xuezao,False
CAU_00390,运行不畅,CAU,Yunxingbuchang,Yunxingbuchang,False
CAU_00391,通腑泄热,CAU,Tongfuxiere,Tongfuxiere,False
CAU_00392,邪毒壅盛,CAU,Xieduyongsheng,Xieduyongsheng,False
