id,source_term,type,pinyin,label,curated_gloss
SYM_03760,清稀,SYM,Qingxi,Qingxi,False
SYM_03761,溏,SYM,Tang,Tang,False
SYM_03762,灼热疼痛,SYM,Zhuoretengtong,Zhuoretengtong,False
SYM_03763,牙关紧急,SYM,Yaguanjinji,Yaguanjinji,False
SYM_03764,耳痛,SYM,Ertong,Ertong,False
SYM_03765,肢体浮肿,SYM,Zhitifuzhong,Zhitifuzhong,False
SYM_03766,肢厥,SYM,Zhijue,Zhijue,False
SYM_03767,肢软,SYM,Zhiruan,Zhiruan,False
SYM_03768,胸胁胀痛,SYM,Xiongxiezhangtong,Xiongxiezhangtong,False
SYM_03769,胸胁胀闷,SYM,Xiongxiezhangmen,Xiongxiezhangmen,False
SYM_03770,脉微,SYM,Maiwei,Maiwei,False
SYM_03771,色黄,SYM,Sehuang,Sehuang,False
SYM_03772,苔黄燥,SYM,Taihuangzao,Taihuangzao,False
SYM_03773,身重,SYM,Shenzhong,Shenzhong,False
SYM_03774,酸臭,SYM,Suanchou,Suanchou,False
SYM_03775,面肿,SYM,Mianzhong,Mianzhong,False
SYM_03776,面色淡黄,SYM,Miansedanhuang,Miansedanhuang,False
SYM_03777,鼻流清涕,SYM,Biliuqingti,Biliuqingti,False
SYM_03778,鼻痒,SYM,Biyang,Biyang,False
SYM_03779,久咳,SYM,Jiuke,Jiuke,False
SYM_03780,作渴,SYM,Zuoke,Zuoke,False
SYM_03781,便脓血,SYM,Biannongxue,Biannongxue,False
SYM_03782,冷痛,SYM,Lengtong,Lengtong,False
SYM_03783,厚腻,SYM,Houni,Houni,False
SYM_03784,吞咽不利,SYM,Tunyanbuli,Tunyanbuli,False
SYM_03785,呼吸急促,SYM,Huxijicu,Huxijicu,False
SYM_03786,唇黑,SYM,Chunhei,Chunhei,False
SYM_03787,啼哭,SYM,Tiku,Tiku,False
SYM_03788,四肢欠温,SYM,Sizhiqianwen,Sizhiqianwen,False
SYM_03789,四肢沉重,SYM,Sizhichenzhong,Sizhichenzhong,False
SYM_03790,困倦,SYM,Kunjuan,Kunjuan,False
SYM_03791,坚硬,SYM,Jianying,Jianying,False
SYM_03792,声低,SYM,Shengdi,Shengdi,False
SYM_03793,头疼,SYM,Touteng,Touteng,False
SYM_03794,小便浑浊,SYM,Xiaobianhunzhuo,Xiaobianhunzhuo,False
SYM_03795,尿痛,SYM,Niaotong,Niaotong,False
SYM_03796,尿赤,SYM,Niaochi,Niaochi,False
SYM_03797,怔忡,SYM,Zhengchong,Zhengchong,False
SYM_03798,手足寒,SYM,Shouzuhan,Shouzuhan,False
SYM_03799,无痰,SYM,Wutan,Wutan,False
SYM_03800,昏不知人,SYM,Hunbuzhiren,Hunbuzhiren,False
SYM_03801,易惊,SYM,Yijing,Yijing,False
SYM_03802,湿疮,SYM,Shichuang,Shichuang,False
SYM_03803,烦闷,SYM,Fanmen,Fanmen,False
SYM_03804,牙龈出血,SYM,Yayinchuxie,Yayinchuxie,False
SYM_03805,狂,SYM,Kuang,Kuang,False
SYM_03806,畏光流泪,SYM,Weiguangliulei,Weiguangliulei,False
SYM_03807,痰浊,SYM,Tanzhuo,Tanzhuo,False
SYM_03808,硬,SYM,Ying,Ying,False
SYM_03809,神疲乏力,SYM,Shenpifali,Shenpifali,False
SYM_03810,肿胀,SYM,Zhongzhang,Zhongzhang,False
SYM_03811,背,SYM,Bei,Bei,False
SYM_03812,脉沉细,SYM,Maichenxi,Deep fine pulse,True
SYM_03813,脉细,SYM,Maixi,Fine pulse,True
SYM_03814,腹部胀满,SYM,Fubuzhangman,Fubuzhangman,False
SYM_03815,臭秽,SYM,Chouhui,Chouhui,False
SYM_03816,舌红绛,SYM,Shehongjiang,Shehongjiang,False
SYM_03817,苔薄腻,SYM,Taibaoni,Taibaoni,False
SYM_03818,虚烦,SYM,Xufan,Xufan,False
SYM_03819,足肿,SYM,Zuzhong,Zuzhong,False
SYM_03820,身皮甲错,SYM,Shenpijiacuo,Shenpijiacuo,False
SYM_03821,颌下淋巴结肿大压痛,SYM,Hexialinbajiezhongdayatong,Hexialinbajiezhongdayatong,False
SYM_03822,饮食不节,SYM,Yinshibujie,Yinshibujie,False
SYM_03823,便赤,SYM,Bianchi,Bianchi,False
SYM_03824,关节肌肉疼痛,SYM,Guanjiejiroutengtong,Guanjiejiroutengtong,False
SYM_03825,关节肿痛,SYM,Guanjiezhongtong,Guanjiezhongtong,False
SYM_03826,厌恶进食,SYM,Yanwujinshi,Yanwujinshi,False
SYM_03827,口不渴,SYM,Koubuke,Koubuke,False
SYM_03828,口吐涎沫,SYM,Koutuxianmo,Koutuxianmo,False
SYM_03829,口眼歪斜,SYM,Kouyanwaixie,Kouyanwaixie,False
SYM_03830,吐涎沫,SYM,Tuxianmo,Tuxianmo,False
SYM_03831,咳声重浊,SYM,Keshengzhongzhuo,Keshengzhongzhuo,False
SYM_03832,哭闹,SYM,Kunao,Kunao,False
SYM_03833,喜冷,SYM,Xileng,Xileng,False
SYM_03834,嗳腐吞酸,SYM,Aifutunsuan,Aifutunsuan,False
SYM_03835,四肢倦怠,SYM,Sizhijuandai,Sizhijuandai,False
SYM_03836,圆翳内障,SYM,Yuanyineizhang,Yuanyineizhang,False
SYM_03837,大便干,SYM,Dabiangan,Dabiangan,False
SYM_03838,大便酸臭,SYM,Dabiansuanchou,Dabiansuanchou,False
SYM_03839,大枣,SYM,Dazao,Dazao,False
SYM_03840,头重,SYM,Touzhong,Touzhong,False
SYM_03841,少腹胀痛,SYM,Shaofuzhangtong,Shaofuzhangtong,False
SYM_03842,微肿,SYM,Weizhong,Weizhong,False
SYM_03843,恶露不绝,SYM,Elubujue,Elubujue,False
SYM_03844,手足厥冷,SYM,Shouzujueleng,Cold reversal of extremities,True
SYM_03845,指纹淡红,SYM,Zhiwendanhong,Zhiwendanhong,False
SYM_03846,搐搦颤动,SYM,Chunuochandong,Chunuochandong,False
SYM_03847,时作时止,SYM,Shizuoshizhi,Shizuoshizhi,False
SYM_03848,流涎,SYM,Liuxian,Liuxian,False
SYM_03849,淡,SYM,Dan,Dan,False
SYM_03850,疼痛拒按,SYM,Tengtongjuan,Tengtongjuan,False
SYM_03851,眼睑浮肿,SYM,Yanjianfuzhong,Yanjianfuzhong,False
SYM_03852,窜视反张,SYM,Cuanshifanzhang,Cuanshifanzhang,False
SYM_03853,精神抑郁,SYM,Jingshenyiyu,Jingshenyiyu,False
SYM_03854,紫红,SYM,Zihong,Zihong,False
SYM_03855,胁肋胀痛,SYM,Xielezhangtong,Xielezhangtong,False
SYM_03856,胸胁疼痛,SYM,Xiongxietengtong,Xiongxietengtong,False
SYM_03857,胸脘满闷,SYM,Xiongwanmanmen,Xiongwanmanmen,False
SYM_03858,腹中痛,SYM,Fuzhongtong,Fuzhongtong,False
SYM_03859,臭,SYM,Chou,Chou,False
SYM_03860,舌胖,SYM,Shepang,Shepang,False
SYM_03861,舌胖质暗,SYM,Shepangzhian,Shepangzhian,False
SYM_03862,舌质红苔黄,SYM,Shezhihongtaihuang,Shezhihongtaihuang,False
SYM_03863,舌黯红,SYM,Sheanhong,Sheanhong,False
SYM_03864,苔厚腻,SYM,Taihouni,Taihouni,False
SYM_03865,薄,SYM,Bao,Bao,False
SYM_03866,血色淡红,SYM,Xuesedanhong,Xuesedanhong,False
SYM_03867,衄血,SYM,Nvxue,Nvxue,False
SYM_03868,质稀,SYM,Zhixi,Zhixi,False
SYM_03869,质稠,SYM,Zhichou,Zhichou,False
SYM_03870,阴道出血,SYM,Yindaochuxie,Yindaochuxie,False
SYM_03871,隐痛,SYM,Yintong,Yintong,False
SYM_03872,食少便溏,SYM,Shishaobiantang,Shishaobiantang,False
SYM_03873,饮冷,SYM,Yinleng,Yinleng,False
SYM_03874,齿衄,SYM,Chinv,Chinv,False
SYM_03875,下肢浮肿,SYM,Xiazhifuzhong,Xiazhifuzhong,False
SYM_03876,不痛,SYM,Butong,Butong,False
SYM_03877,偏瘫,SYM,Piantan,Piantan,False
SYM_03878,口唇舌紫,SYM,Kouchunshezi,Kouchunshezi,False
SYM_03879,吐酸,SYM,Tusuan,Tusuan,False
SYM_03880,周身酸楚,SYM,Zhoushensuanchu,Zhoushensuanchu,False
SYM_03881,咽喉干,SYM,Yanhougan,Yanhougan,False
SYM_03882,咽痒,SYM,Yanyang,Yanyang,False
SYM_03883,唇白,SYM,Chunbai,Chunbai,False
SYM_03884,喉痛,SYM,Houtong,Houtong,False
SYM_03885,喜热,SYM,Xire,Xire,False
SYM_03886,嗳腐,SYM,Aifu,Aifu,False
SYM_03887,嗽,SYM,Sou,Sou,False
SYM_03888,嘶哑,SYM,Siya,Siya,False
SYM_03889,四肢困倦,SYM,Sizhikunjuan,Sizhikunjuan,False
SYM_03890,声音嘶哑,SYM,Shengyinsiya,Shengyinsiya,False
SYM_03891,夜啼,SYM,Yeti,Yeti,False
SYM_03892,大便闭,SYM,Dabianbi,Dabianbi,False
SYM_03893,寒热如疟,SYM,Hanrerunve,Hanrerunve,False
SYM_03894,小便不通,SYM,Xiaobianbutong,Xiaobianbutong,False
SYM_03895,尿急,SYM,Niaoji,Niaoji,False
SYM_03896,尿量少,SYM,Niaoliangshao,Niaoliangshao,False
SYM_03897,局部红肿,SYM,Jubuhongzhong,Jubuhongzhong,False
SYM_03898,微黄,SYM,Weihuang,Weihuang,False
SYM_03899,心慌,SYM,Xinhuang,Xinhuang,False
SYM_03900,性欲淡漠,SYM,Xingyudanmo,Xingyudanmo,False
SYM_03901,怯寒,SYM,Qiehan,Qiehan,False
SYM_03902,情志异常,SYM,Qingzhiyichang,Qingzhiyichang,False
SYM_03903,手足不温,SYM,Shouzubuwen,Shouzubuwen,False
SYM_03904,指纹紫红,SYM,Zhiwenzihong,Zhiwenzihong,False
SYM_03905,智力低下,SYM,Zhilidixia,Zhilidixia,False
SYM_03906,月经周期提前,SYM,Yuejingzhouqitiqian,Yuejingzhouqitiqian,False
SYM_03907,朝食暮吐,SYM,Chaoshimutu,Chaoshimutu,False
SYM_03908,毛发焦枯,SYM,Maofajiaoku,Maofajiaoku,False
SYM_03909,淋沥不已,SYM,Linlibuyi,Linlibuyi,False
SYM_03910,渴不欲饮,SYM,Kebuyu Yin,Kebuyu Yin,False
SYM_03911,灼痛,SYM,Zhuotong,Zhuotong,False
SYM_03912,狂躁不安,SYM,Kuangzaobuan,Kuangzaobuan,False
SYM_03913,痛引,SYM,Tongyin,Tongyin,False
SYM_03914,痞闷,SYM,Pimen,Pimen,False
SYM_03915,皮肤光亮,SYM,Pifuguangliang,Pifuguangliang,False
SYM_03916,目赤,SYM,Muchi,Muchi,False
SYM_03917,目黄,SYM,Muhuang,Muhuang,False
SYM_03918,眼干涩,SYM,Yanganse,Yanganse,False
SYM_03919,神志不清,SYM,Shenzhibuqing,Shenzhibuqing,False
SYM_03920,精神倦怠,SYM,Jingshenjuandai,Jingshenjuandai,False
SYM_03921,红斑丘疹,SYM,Hongbanqiuzhen,Erythematous papules,True
SYM_03922,红蝴蝶疮,SYM,Honghudiechuang,Honghudiechuang,False
SYM_03923,经久不愈,SYM,Jingjiubuyu,Jingjiubuyu,False
SYM_03924,经行不畅,SYM,Jingxingbuchang,Jingxingbuchang,False
SYM_03925,羞明,SYM,Xiuming,Xiuming,False
SYM_03926,肢体麻痛,SYM,Zhitimatong,Zhitimatong,False
SYM_03927,胞睑,SYM,Baojian,Baojian,False
SYM_03928,胸痞,SYM,Xiongpi,Xiongpi,False
SYM_03929,脉弦细,SYM,Maixianxi,Maixianxi,False
SYM_03930,脉濡,SYM,Mairu,Mairu,False
SYM_03931,脘痞,SYM,Wanpi,Wanpi,False
SYM_03932,膝软,SYM,Xiruan,Xiruan,False
SYM_03933,舌下络脉色紫怒张,SYM,Shexialuomaisezinuzhang,Shexialuomaisezinuzhang,False
SYM_03934,舌红少苔,SYM,Shehongshaotai,Shehongshaotai,False
SYM_03935,舌红苔薄,SYM,Shehongtaibao,Shehongtaibao,False
SYM_03936,舌黄,SYM,Shehuang,Shehuang,False
SYM_03937,角弓反张,SYM,Jiaogongfanzhang,Jiaogongfanzhang,False
SYM_03938,隆起,SYM,Longqi,Longqi,False
SYM_03939,颜面潮红,SYM,Yanmianchaohong,Yanmianchaohong,False
SYM_03940,食入即吐,SYM,Shirujitu,Shirujitu,False
SYM_03941,鼻出血,SYM,Bichuxie,Bichuxie,False
SYM_03942,鼻塞流涕,SYM,Biseliuti,Biseliuti,False
SYM_03943,不红,SYM,Buhong,Buhong,False
SYM_03944,两目上视,SYM,Liangmushangshi,Liangmushangshi,False
SYM_03945,乳房胀满,SYM,Rufangzhangman,Rufangzhangman,False
SYM_03946,倦怠嗜卧,SYM,Juandaishiwo,Juandaishiwo,False
SYM_03947,出血,SYM,Chuxie,Chuxie,False
SYM_03948,剧痛,SYM,Jutong,Jutong,False
SYM_03949,劳倦,SYM,Laojuan,Laojuan,False
SYM_03950,午后潮热,SYM,Wuhouchaore,Wuhouchaore,False
SYM_03951,厥逆,SYM,Jueni,Jueni,False
SYM_03952,反酸,SYM,Fansuan,Fansuan,False
SYM_03953,口干欲饮,SYM,Kouganyu Yin,Kouganyu Yin,False
SYM_03954,呼吸不利,SYM,Huxibuli,Huxibuli,False
SYM_03955,咳吐浊唾涎沫,SYM,Ketuzhuotuoxianmo,Ketuzhuotuoxianmo,False
SYM_03956,咽干而燥,SYM,Yanganerzao,Yanganerzao,False
SYM_03957,咽燥,SYM,Yanzao,Yanzao,False
SYM_03958,唇焦,SYM,Chunjiao,Chunjiao,False
SYM_03959,喉中哮鸣有声,SYM,Houzhongxiaomingyousheng,Houzhongxiaomingyousheng,False
SYM_03960,喜冷饮,SYM,Xileng Yin,Xileng Yin,False
SYM_03961,多食,SYM,Duoshi,Duoshi,False
SYM_03962,大便不畅,SYM,Dabianbuchang,Dabianbuchang,False
SYM_03963,大便秘涩,SYM,Dabianmise,Dabianmise,False
SYM_03964,婚久不孕,SYM,Hunjiubuyun,Hunjiubuyun,False
SYM_03965,寒战,SYM,Hanzhan,Hanzhan,False
SYM_03966,小腹疼痛拒按,SYM,Xiaofutengtongjuan,Xiaofutengtongjuan,False
SYM_03967,少食,SYM,Shaoshi,Shaoshi,False
SYM_03968,尿色淡红,SYM,Niaosedanhong,Niaosedanhong,False
SYM_03969,尿频尿急,SYM,Niaopinniaoji,Niaopinniaoji,False
SYM_03970,张口抬肩,SYM,Zhangkoutaijian,Zhangkoutaijian,False
SYM_03971,形体虚胖,SYM,Xingtixupang,Xingtixupang,False
SYM_03972,形寒气短,SYM,Xinghanqiduan,Xinghanqiduan,False
SYM_03973,微红,SYM,Weihong,Weihong,False
SYM_03974,心痛,SYM,Xintong,Xintong,False
SYM_03975,性早熟,SYM,Xingzaoshu,Xingzaoshu,False
SYM_03976,昏倒,SYM,Hundao,Hundao,False
SYM_03977,易饥,SYM,Yiji,Yiji,False
SYM_03978,月经先期,SYM,Yuejingxianqi,Yuejingxianqi,False
SYM_03979,月经过多,SYM,Yuejingguoduo,Yuejingguoduo,False
SYM_03980,月经过少,SYM,Yuejingguoshao,Yuejingguoshao,False
SYM_03981,梅毒,SYM,Meidu,Meidu,False
SYM_03982,溲赤,SYM,Souchi,Souchi,False
SYM_03983,溺黄,SYM,Nihuang,Nihuang,False
SYM_03984,牙宣,SYM,Yaxuan,Yaxuan,False
SYM_03985,猫眼疮,SYM,Maoyanchuang,Maoyanchuang,False
SYM_03986,生姜,SYM,Shengjiang,Shengjiang,False
SYM_03987,生脐上七寸,SYM,Shengqishangqicun,Shengqishangqicun,False
SYM_03988,畏风,SYM,Weifeng,Weifeng,False
SYM_03989,痛痒,SYM,Tongyang,Tongyang,False
SYM_03990,痰涎壅盛,SYM,Tanxianyongsheng,Tanxianyongsheng,False
SYM_03991,痰稀,SYM,Tanxi,Tanxi,False
SYM_03992,白睛红赤,SYM,Baijinghongchi,Baijinghongchi,False
SYM_03993,皮色如常,SYM,Piseruchang,Piseruchang,False
SYM_03994,皲裂,SYM,Junlie,Junlie,False
SYM_03995,眼球运动障碍,SYM,Yanqiuyundongzhangai,Yanqiuyundongzhangai,False
SYM_03996,眼胀涩,SYM,Yanzhangse,Yanzhangse,False
SYM_03997,神识不清,SYM,Shenshibuqing,Shenshibuqing,False
SYM_03998,秘结,SYM,Mijie,Mijie,False
SYM_03999,粗糙,SYM,Cucao,Cucao,False
SYM_04000,红斑,SYM,Hongban,Hongban,False
SYM_04001,经乱无期,SYM,Jingluanwuqi,Jingluanwuqi,False
SYM_04002,经期延长,SYM,Jingqiyanchang,Jingqiyanchang,False
SYM_04003,经闭,SYM,Jingbi,Jingbi,False
SYM_04004,肌肉萎缩,SYM,Jirouweisuo,Jirouweisuo,False
SYM_04005,肢肿,SYM,Zhizhong,Zhizhong,False
SYM_04006,胁肋隐痛,SYM,Xieleyintong,Xieleyintong,False
SYM_04007,胃脘隐痛,SYM,Weiwanyintong,Weiwanyintong,False
SYM_04008,胞睑红肿,SYM,Baojianhongzhong,Baojianhongzhong,False
SYM_04009,胸内中府穴隐隐疼痛,SYM,Xiongneizhongfuxueyinyintengtong,Xiongneizhongfuxueyinyintengtong,False
SYM_04010,胸膈,SYM,Xiongge,Xiongge,False
SYM_04011,脘腹痞胀,SYM,Wanfupizhang,Wanfupizhang,False
SYM_04012,脘腹胀闷,SYM,Wanfuzhangmen,Wanfuzhangmen,False
SYM_04013,腹大胀满,SYM,Fudazhangman,Fudazhangman,False
SYM_04014,自觉瘙痒,SYM,Zijuesaoyang,Zijuesaoyang,False
SYM_04015,舌淡苔白,SYM,Shedantaibai,Shedantaibai,False
SYM_04016,舌紫黯,SYM,Shezian,Shezian,False
SYM_04017,舌绛焦黑,SYM,Shejiangjiaohei,Shejiangjiaohei,False
SYM_04018,舌脉,SYM,Shemai,Shemai,False
SYM_04019,舌质暗淡,SYM,Shezhiandan,Shezhiandan,False
SYM_04020,舌质淡胖,SYM,Shezhidanpang,Shezhidanpang,False
SYM_04021,舌质红少苔,SYM,Shezhihongshaotai,Shezhihongshaotai,False
SYM_04022,苔滑,SYM,Taihua,Taihua,False
SYM_04023,苔黄厚,SYM,Taihuanghou,Taihuanghou,False
SYM_04024,血疱,SYM,Xuepao,Xuepao,False
SYM_04025,记忆力差,SYM,Jiyilicha,Jiyilicha,False
SYM_04026,身倦,SYM,Shenjuan,Shenjuan,False
SYM_04027,身冷,SYM,Shenleng,Shenleng,False
SYM_04028,身目发黄,SYM,Shenmufahuang,Shenmufahuang,False
SYM_04029,软,SYM,Ruan,Ruan,False
SYM_04030,里急,SYM,Liji,Liji,False
SYM_04031,阴疮,SYM,Yinchuang,Yinchuang,False
SYM_04032,面色痿黄,SYM,Mianseweihuang,Mianseweihuang,False
SYM_04033,面青,SYM,Mianqing,Mianqing,False
SYM_04034,风牵偏视,SYM,Fengqianpianshi,Fengqianpianshi,False
SYM_04035,黄水疮,SYM,Huangshuichuang,Huangshuichuang,False
SYM_04036,黑,SYM,Hei,Hei,False
SYM_04037,鼻中出血,SYM,Bizhongchuxie,Bizhongchuxie,False
SYM_04038,鼻干,SYM,Bigan,Bigan,False
SYM_04039,齿鼻衄血,SYM,Chibinvxue,Chibinvxue,False
SYM_04040,下肢肿,SYM,Xiazhizhong,Xiazhizhong,False
SYM_04041,不寒,SYM,Buhan,Buhan,False
SYM_04042,不恶寒,SYM,Buehan,Buehan,False
SYM_04043,不眠,SYM,Bumian,Bumian,False
SYM_04044,不能饮食,SYM,Bunengyinshi,Bunengyinshi,False
SYM_04045,不通,SYM,Butong,Butong,False
SYM_04046,两胁胀满,SYM,Liangxiezhangman,Liangxiezhangman,False
SYM_04047,乳头痒痛,SYM,Rutouyangtong,Rutouyangtong,False
SYM_04048,乳白,SYM,Rubai,Rubai,False
SYM_04049,余沥难尽,SYM,Yulinanjin,Yulinanjin,False
SYM_04050,便闭,SYM,Bianbi,Bianbi,False
SYM_04051,内热,SYM,Neire,Neire,False
SYM_04052,冒闷不识人,SYM,Maomenbushiren,Maomenbushiren,False
SYM_04053,利,SYM,Li,Li,False
SYM_04054,剥,SYM,Bo,Bo,False
SYM_04055,口噤背强,SYM,Koujinbeiqiang,Koujinbeiqiang,False
SYM_04056,口淡乏味,SYM,Koudanfawei,Koudanfawei,False
SYM_04057,口燥龈糜,SYM,Kouzaokenmi,Kouzaokenmi,False
SYM_04058,口黏,SYM,Kounian,Kounian,False
SYM_04059,吐清水,SYM,Tuqingshui,Tuqingshui,False
SYM_04060,吐痰,SYM,Tutan,Tutan,False
SYM_04061,吮乳多啼,SYM,Shunruduoti,Shunruduoti,False
SYM_04062,呆钝少言,SYM,Daidunshaoyan,Daidunshaoyan,False
SYM_04063,呕吐涎沫,SYM,Outuxianmo,Outuxianmo,False
SYM_04064,呕吐痰涎,SYM,Oututanxian,Oututanxian,False
SYM_04065,咯血,SYM,Kaxie,Kaxie,False
SYM_04066,咳声不扬,SYM,Keshengbuyang,Keshengbuyang,False
SYM_04067,咳痰,SYM,Ketan,Ketan,False
SYM_04068,唇甲色淡,SYM,Chunjiasedan,Chunjiasedan,False
SYM_04069,喉间痰鸣,SYM,Houjiantanming,Houjiantanming,False
SYM_04070,喘息,SYM,Chuanxi,Chuanxi,False
SYM_04071,四肢无力,SYM,Sizhiwuli,Sizhiwuli,False
SYM_04072,多痰,SYM,Duotan,Duotan,False
SYM_04073,夜卧不安,SYM,Yewobuan,Yewobuan,False
SYM_04074,大便偏干,SYM,Dabianpiangan,Dabianpiangan,False
SYM_04075,大便带血,SYM,Dabiandaixue,Dabiandaixue,False
SYM_04076,大便干稀不调,SYM,Dabianganxibudiao,Dabianganxibudiao,False
SYM_04077,大便清稀,SYM,Dabianqingxi,Dabianqingxi,False
SYM_04078,大便色黑,SYM,Dabiansehei,Dabiansehei,False
SYM_04079,失眠多梦,SYM,Shimianduomeng,Shimianduomeng,False
SYM_04080,头身困重,SYM,Toushenkunzhong,Toushenkunzhong,False
SYM_04081,头颅方大,SYM,Toulufangda,Toulufangda,False
SYM_04082,小便不畅,SYM,Xiaobianbuchang,Xiaobianbuchang,False
SYM_04083,小便少,SYM,Xiaobianshao,Xiaobianshao,False
SYM_04084,小便涩,SYM,Xiaobianse,Xiaobianse,False
SYM_04085,小便短,SYM,Xiaobianduan,Xiaobianduan,False
SYM_04086,小便自遗,SYM,Xiaobianziyi,Xiaobianziyi,False
SYM_04087,小便赤涩,SYM,Xiaobianchise,Xiaobianchise,False
SYM_04088,小便黄少,SYM,Xiaobianhuangshao,Xiaobianhuangshao,False
SYM_04089,少气,SYM,Shaoqi,Shaoqi,False
SYM_04090,少腹坠胀,SYM,Shaofuzhuizhang,Shaofuzhuizhang,False
SYM_04091,尿时阻塞不畅,SYM,Niaoshizusebuchang,Niaoshizusebuchang,False
SYM_04092,尿清,SYM,Niaoqing,Niaoqing,False
SYM_04093,尿频涩滞,SYM,Niaopinsezhi,Niaopinsezhi,False
SYM_04094,屈伸不利,SYM,Qushenbuli,Qushenbuli,False
SYM_04095,带下量多,SYM,Daixialiangduo,Daixialiangduo,False
SYM_04096,张口困难,SYM,Zhangkoukunnan,Zhangkoukunnan,False
SYM_04097,形体略瘦,SYM,Xingtilveshou,Xingtilveshou,False
SYM_04098,形瘦,SYM,Xingshou,Xingshou,False
SYM_04099,得水则呕,SYM,Deshuizeou,Deshuizeou,False
SYM_04100,微恶寒,SYM,Weiehan,Weiehan,False
SYM_04101,心下痞坚,SYM,Xinxiapijian,Xinxiapijian,False
SYM_04102,心烦口苦,SYM,Xinfankouku,Xinfankouku,False
SYM_04103,怕风,SYM,Pafeng,Pafeng,False
SYM_04104,恶寒无汗,SYM,Ehanwuhan,Ehanwuhan,False
SYM_04105,感寒,SYM,Ganhan,Ganhan,False
SYM_04106,憎寒,SYM,Zenghan,Zenghan,False
SYM_04107,手腹俱冷,SYM,Shoufujuleng,Shoufujuleng,False
SYM_04108,手足搐搦,SYM,Shouzuchunuo,Shouzuchunuo,False
SYM_04109,手足逆冷,SYM,Shouzunileng,Shouzunileng,False
SYM_04110,抽风,SYM,Choufeng,Choufeng,False
SYM_04111,拒食,SYM,Jushi,Jushi,False
SYM_04112,持续高热,SYM,Chixugaore,Chixugaore,False
SYM_04113,指纹淡紫,SYM,Zhiwendanzi,Zhiwendanzi,False
SYM_04114,斑紫,SYM,Banzi,Banzi,False
SYM_04115,易咯,SYM,Yige,Yige,False
SYM_04116,月事不调,SYM,Yueshibudiao,Yueshibudiao,False
SYM_04117,月经先后无定期,SYM,Yuejingxianhouwudingqi,Yuejingxianhouwudingqi,False
SYM_04118,气塞不通,SYM,Qisaibutong,Qisaibutong,False
SYM_04119,汤水难下,SYM,Tangshuinanxia,Tangshuinanxia,False
SYM_04120,泄利不止,SYM,Xielibuzhi,Xielibuzhi,False
SYM_04121,流清涕,SYM,Liuqingti,Liuqingti,False
SYM_04122,消渴,SYM,Xiaoke,Xiaoke,False
SYM_04123,溲黄,SYM,Souhuang,Souhuang,False
SYM_04124,溺少,SYM,Nishao,Nishao,False
SYM_04125,溺短,SYM,Niduan,Niduan,False
SYM_04126,灰白,SYM,Huibai,Huibai,False
SYM_04127,烦渴引饮,SYM,Fankeyin Yin,Fankeyin Yin,False
SYM_04128,烧心,SYM,Shaoxin,Shaoxin,False
SYM_04129,疣,SYM,You,You,False
SYM_04130,疲乏,SYM,Pifa,Pifa,False
SYM_04131,疲乏无力,SYM,Pifawuli,Pifawuli,False
SYM_04132,痛引肩背,SYM,Tongyinjianbei,Tongyinjianbei,False
SYM_04133,痰中带有血丝,SYM,Tanzhongdaiyouxuesi,Tanzhongdaiyouxuesi,False
SYM_04134,痰鸣,SYM,Tanming,Tanming,False
SYM_04135,白睛赤肿,SYM,Baijingchizhong,Baijingchizhong,False
SYM_04136,皮毛干枯,SYM,Pimaoganku,Pimaoganku,False
SYM_04137,皮肤增厚,SYM,Pifuzenghou,Pifuzenghou,False
SYM_04138,眉棱骨痛,SYM,Meilenggutong,Meilenggutong,False
SYM_04139,眼感酸痛,SYM,Yangansuantong,Yangansuantong,False
SYM_04140,睡眠不宁,SYM,Shuimianbuning,Shuimianbuning,False
SYM_04141,神光衰微,SYM,Shenguangshuaiwei,Shenguangshuaiwei,False
SYM_04142,神志恍惚,SYM,Shenzhihuanghu,Shenzhihuanghu,False
SYM_04143,神志模糊,SYM,Shenzhimohu,Shenzhimohu,False
SYM_04144,筋骨发育迟缓,SYM,Jingufayuchihuan,Jingufayuchihuan,False
SYM_04145,精神疲惫,SYM,Jingshenpibei,Jingshenpibei,False
SYM_04146,纳食减少,SYM,Nashijianshao,Nashijianshao,False
SYM_04147,纳食欠佳,SYM,Nashiqianjia,Nashiqianjia,False
SYM_04148,耐劳累,SYM,Nailaolei,Nailaolei,False
SYM_04149,肌肉松弛,SYM,Jirousongchi,Jirousongchi,False
SYM_04150,肛门湿疡,SYM,Gangmenshiyang,Gangmenshiyang,False
SYM_04151,肛门灼热,SYM,Gangmenzhuore,Gangmenzhuore,False
SYM_04152,肾囊生疮,SYM,Shennangshengchuang,Shennangshengchuang,False
SYM_04153,肾岩,SYM,Shenyan,Shenyan,False
SYM_04154,肿胀疼痛,SYM,Zhongzhangtengtong,Zhongzhangtengtong,False
SYM_04155,胁下结块,SYM,Xiexiajiekuai,Xiexiajiekuai,False
SYM_04156,背寒,SYM,Beihan,Beihan,False
SYM_04157,胸脘痞闷,SYM,Xiongwanpimen,Xiongwanpimen,False
SYM_04158,腐肉,SYM,Furou,Furou,False
SYM_04159,腮舌俱肿,SYM,Saishejuzhong,Saishejuzhong,False
SYM_04160,腰腹疼痛,SYM,Yaofutengtong,Yaofutengtong,False
SYM_04161,腰腿酸软,SYM,Yaotuisuanruan,Yaotuisuanruan,False
